Name,Reference,Description,Owner,Documents,Controls
SC-07.E03 Boundary Protection | Access Points,SC-7.E3_255_Trusted_Internet_Connections_TIC_08072015,SC-7.E3_255_Trusted_Internet_Connections_TIC_08072015,Badhan S. Mandal,SC-7.E3_255_Trusted_Internet_Connections_TIC_08072015.pdf,"Survey - 3-2 System and Communications Protection, question - SC-07.E03 Boundary Protection | Access Points"
SC-07.E04 Boundary Protection | External Telecommunications Services,SC-7.E4_OIT_Enterprise_Infrastructure_Baseline-Wide_Area_Network_Standards_and_CRISP_Baseline,SC-7.E4_OIT_Enterprise_Infrastructure_Baseline-Wide_Area_Network_Standards_and_CRISP_Baseline,Badhan S. Mandal,SC-7.E4_OIT_Enterprise_Infrastructure_Baseline-Wide_Area_Network_Standards_and_CRISP_Baseline.pdf,"Survey - 3-2 System and Communications Protection, question - SC-07.E04 Boundary Protection | External Telecommunications Services"
SC-07.E04 Boundary Protection | External Telecommunications Services,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-07.E04 Boundary Protection | External Telecommunications Services"
SC-07.E05 Boundary Protection | Deny By Default / Allow By Exception,SC-07.E05_VA_NSOC_System_Monitoring,SC-07.E05_VA_NSOC_System_Monitoring,Badhan S. Mandal,SC-05.1_VA_NSOC_System_Monitoring.docx,"Survey - 3-2 System and Communications Protection, question - SC-07.E05 Boundary Protection | Deny By Default / Allow By Exception"
SC-07.E07 Boundary Protection | Prevent Split Tunneling For Remote Devices,SC-05.1_VA_NSOC_System_Monitoring,SC-05.1_VA_NSOC_System_Monitoring,Badhan S. Mandal,SC-05.1_VA_NSOC_System_Monitoring.docx,"Survey - 3-2 System and Communications Protection, question - SC-07.E07 Boundary Protection | Prevent Split Tunneling For Remote Devices"
SC-07.E07 Boundary Protection | Prevent Split Tunneling For Remote Devices,VPN_Remote_Access_Authentication_evidence,VPN_Remote_Access_Authentication_evidence,Badhan S. Mandal,VPN_Remote_Access_Authentication_evidence.docx,"Survey - 3-2 System and Communications Protection, question - SC-07.E07 Boundary Protection | Prevent Split Tunneling For Remote Devices"
SC-07.E07 Boundary Protection | Prevent Split Tunneling For Remote Devices,SC-07.E07_MAX-Secure-VPN-Client,SC-07.E07_MAX-Secure-VPN-Client,Badhan S. Mandal,SC-07.E07_MAX-Secure-VPN-Client.png,"Survey - 3-2 System and Communications Protection, question - SC-07.E07 Boundary Protection | Prevent Split Tunneling For Remote Devices"
SC-07.E08 Boundary Protection | Route Traffic To Authenticated Proxy Servers,Trusted_Internet_Connections_TIC_08072015,Trusted_Internet_Connections_TIC_08072015,Badhan S. Mandal,SC-7.E3_255_Trusted_Internet_Connections_TIC_08072015.pdf,"Survey - 3-2 System and Communications Protection, question - SC-07.E08 Boundary Protection | Route Traffic To Authenticated Proxy Servers"
SC-07.E18 Boundary Protection | Fail Secure,"VA Handbook 6500, Appendix F.","VA Handbook 6500, Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-07.E18 Boundary Protection | Fail Secure"
SC-07.E18 Boundary Protection | Fail Secure,VA_NSOC_System_Monitoring,VA_NSOC_System_Monitoring,Badhan S. Mandal,SC-05.1_VA_NSOC_System_Monitoring.docx,"Survey - 3-2 System and Communications Protection, question - SC-07.E18 Boundary Protection | Fail Secure"
SC-07.E18 Boundary Protection | Fail Secure,VA_NSOC_Services,VA_NSOC_Services,Badhan S. Mandal,SC-5.1-VA_NSOC_Services.png,"Survey - 3-2 System and Communications Protection, question - SC-07.E18 Boundary Protection | Fail Secure"
SC-07.E21 Boundary Protection | Isolation Of Information System Components,SC-07.E21_Boundary Protection,SC-07.E21_Boundary Protection,Badhan S. Mandal,SC-07.E21_Boundary Protection.jpg,"Survey - 3-2 System and Communications Protection, question - SC-07.E21 Boundary Protection | Isolation Of Information System Components"
SC-07.E21 Boundary Protection | Isolation Of Information System Components,"VA Handbook 6500, Appendix F.,","VA Handbook 6500, Appendix F.,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-07.E21 Boundary Protection | Isolation Of Information System Components"
SC-08.1 Transmission Confidentiality And Integrity,Trusted_Internet_Connections_TIC_08072015,Trusted_Internet_Connections_TIC_08072015,Badhan S. Mandal,SC-7.E3_255_Trusted_Internet_Connections_TIC_08072015.pdf,"Survey - 3-2 System and Communications Protection, question - SC-08.1 Transmission Confidentiality And Integrity"
SC-08.1 Transmission Confidentiality And Integrity,SC_Data_Protection_SOP,SC_Data_Protection_SOP,Badhan S. Mandal,SC_Data_Protection_SOP.pdf,"Survey - 3-2 System and Communications Protection, question - SC-08.1 Transmission Confidentiality And Integrity"
SC-08.E01 Transmission Confidentiality And Integrity | Cryptographic Or Alternate Physical Protection,SC_Data_Protection_SOP,SC_Data_Protection_SOP,Badhan S. Mandal,SC_Data_Protection_SOP.pdf,"Survey - 3-2 System and Communications Protection, question - SC-08.E01 Transmission Confidentiality And Integrity | Cryptographic Or Alternate Physical Protection"
SC-08.E01 Transmission Confidentiality And Integrity | Cryptographic Or Alternate Physical Protection,Trusted_Internet_Connections_TIC_08072015,Trusted_Internet_Connections_TIC_08072015,Badhan S. Mandal,SC-7.E3_255_Trusted_Internet_Connections_TIC_08072015.pdf,"Survey - 3-2 System and Communications Protection, question - SC-08.E01 Transmission Confidentiality And Integrity | Cryptographic Or Alternate Physical Protection"
SC-10.1 Network Disconnect,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 System and Communications Protection, question - SC-10.1 Network Disconnect"
SC-12.1 Cryptographic Key Establishment And Management,SC-12-PIV_Authentication,SC-12-PIV_Authentication,Badhan S. Mandal,SC-12-PIV_Authentication.docx,"Survey - 3-2 System and Communications Protection, question - SC-12.1 Cryptographic Key Establishment And Management"
SC-12.1 Cryptographic Key Establishment And Management,SC-12-VA_PKI_Information_and_Enrollment_Portal_Home,SC-12-VA_PKI_Information_and_Enrollment_Portal_Home,Badhan S. Mandal,SC-12-VA_PKI_Information_and_Enrollment_Portal_Home.pdf,"Survey - 3-2 System and Communications Protection, question - SC-12.1 Cryptographic Key Establishment And Management"
SC-12.1 Cryptographic Key Establishment And Management,SC_Data_Protection_SOP,SC_Data_Protection_SOP,Badhan S. Mandal,SC_Data_Protection_SOP.pdf,"Survey - 3-2 System and Communications Protection, question - SC-12.1 Cryptographic Key Establishment And Management"
SC-12.E01 Cryptographic Key Establishment And Management | Availability,SC-12-PIV_Authentication,SC-12-PIV_Authentication,Badhan S. Mandal,SC-12-PIV_Authentication.docx,"Survey - 3-2 System and Communications Protection, question - SC-12.E01 Cryptographic Key Establishment And Management | Availability"
SC-12.E01 Cryptographic Key Establishment And Management | Availability,SC-12-VA_PKI_Information_and_Enrollment_Portal_Home,SC-12-VA_PKI_Information_and_Enrollment_Portal_Home,Badhan S. Mandal,SC-12-VA_PKI_Information_and_Enrollment_Portal_Home.pdf,"Survey - 3-2 System and Communications Protection, question - SC-12.E01 Cryptographic Key Establishment And Management | Availability"
SC-13.1 Cryptographic Protection,"VA Handbook 6500,  Appendix F","VA Handbook 6500,  Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-13.1 Cryptographic Protection"
SC-13.1 Cryptographic Protection,NIST.FIPS.140-2,NIST.FIPS.140-2,Badhan S. Mandal,NIST.FIPS.140-2.pdf,"Survey - 3-2 System and Communications Protection, question - SC-13.1 Cryptographic Protection"
SC-15.1 Collaborative Computing Devices,"VA Handbook 6500,  Appendix F.","VA Handbook 6500,  Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-15.1 Collaborative Computing Devices"
SC-15.1 Collaborative Computing Devices,SC-15_Collaborative_Computing_Devices,SC-15_Collaborative_Computing_Devices,Badhan S. Mandal,SC-15_Collaborative_Computing_Devices.JPG,"Survey - 3-2 System and Communications Protection, question - SC-15.1 Collaborative Computing Devices"
SC-17.1 Public Key Infrastructure Certificates,PIV_Authentication,PIV_Authentication,Badhan S. Mandal,SC-12-PIV_Authentication.docx,"Survey - 3-2 System and Communications Protection, question - SC-17.1 Public Key Infrastructure Certificates"
SC-17.1 Public Key Infrastructure Certificates,VA_PKI_Information_and_Enrollment_Portal_Home,VA_PKI_Information_and_Enrollment_Portal_Home,Badhan S. Mandal,SC-12-VA_PKI_Information_and_Enrollment_Portal_Home.pdf,"Survey - 3-2 System and Communications Protection, question - SC-17.1 Public Key Infrastructure Certificates"
SC-17.1 Public Key Infrastructure Certificates,SC_Data_Protection_SOP,SC_Data_Protection_SOP,Badhan S. Mandal,SC_Data_Protection_SOP.pdf,"Survey - 3-2 System and Communications Protection, question - SC-17.1 Public Key Infrastructure Certificates"
SC-18.1 Mobile Code,"VA Handbook 6500,  Appendix F.","VA Handbook 6500,  Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-18.1 Mobile Code"
SC-19.1 Voice Over Internet Protocol,"VA Handbook 6500,  Appendix F.","VA Handbook 6500,  Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-19.1 Voice Over Internet Protocol"
SC-20.1 Secure Name / Address Resolution Service (Authoritative Source),SC-20_General_VA_DNS_Topology,SC-20_General_VA_DNS_Topology,Badhan S. Mandal,SC-20_General_VA_DNS_Topology.pdf,"Survey - 3-2 System and Communications Protection, question - SC-20.1 Secure Name / Address Resolution Service (Authoritative Source)"
SC-21.1 Secure Name / Address Resolution Service (Recursive Or Caching Resolver),SC-21_General_VA_DNS_Topology,SC-21_General_VA_DNS_Topology,Badhan S. Mandal,SC-20_General_VA_DNS_Topology.pdf,"Survey - 3-2 System and Communications Protection, question - SC-21.1 Secure Name / Address Resolution Service (Recursive Or Caching Resolver)"
SC-21.1 Secure Name / Address Resolution Service (Recursive Or Caching Resolver),"VA Handbook 6500,  Appendix F.","VA Handbook 6500,  Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-21.1 Secure Name / Address Resolution Service (Recursive Or Caching Resolver)"
SC-22.1 Architecture And Provisioning For Name / Address Resolution Service,SC-22_General_VA_DNS_Topology,SC-22_General_VA_DNS_Topology,Badhan S. Mandal,SC-20_General_VA_DNS_Topology.pdf,"Survey - 3-2 System and Communications Protection, question - SC-22.1 Architecture And Provisioning For Name / Address Resolution Service"
SC-22.1 Architecture And Provisioning For Name / Address Resolution Service,"VA Handbook 6500,  Appendix F.","VA Handbook 6500,  Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-22.1 Architecture And Provisioning For Name / Address Resolution Service"
SC-23.1 Session Authenticity,"VA Handbook 6500,  Appendix F.","VA Handbook 6500,  Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-23.1 Session Authenticity"
SC-23.1 Session Authenticity,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 System and Communications Protection, question - SC-23.1 Session Authenticity"
SC-24.1 Fail In Known State,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 System and Communications Protection, question - SC-24.1 Fail In Known State"
SC-24.1 Fail In Known State,VAEC_AWS_DRPv1.3_Final_14Nov2017,VAEC_AWS_DRPv1.3_Final_14Nov2017,Badhan S. Mandal,VAEC_AWS_DRPv1.3_Final_14Nov2017.pdf,"Survey - 3-2 System and Communications Protection, question - SC-24.1 Fail In Known State"
SC-24.1 Fail In Known State,VAEC_AWS_IRPv1.2_FINAL_14Nov2017,VAEC_AWS_IRPv1.2_FINAL_14Nov2017,Badhan S. Mandal,VAEC_AWS_IRPv1.2_FINAL_14Nov2017.pdf,"Survey - 3-2 System and Communications Protection, question - SC-24.1 Fail In Known State"
SC-24.1 Fail In Known State,VAM IRP_V_1.0_Unsigned,VAM IRP_V_1.0_Unsigned,Badhan S. Mandal,VAM IRP_V_1.0_Unsigned.docx,"Survey - 3-2 System and Communications Protection, question - SC-24.1 Fail In Known State"
SC-24.1 Fail In Known State,VAM_DRP_1.0_Unsigned,VAM_DRP_1.0_Unsigned,Badhan S. Mandal,VAM_DRP_1.0_Unsigned.docx,"Survey - 3-2 System and Communications Protection, question - SC-24.1 Fail In Known State"
SC-28.1 Protection Of Information At Rest,NIST.FIPS.140-2,NIST.FIPS.140-2,Badhan S. Mandal,NIST.FIPS.140-2.pdf,"Survey - 3-2 System and Communications Protection, question - SC-28.1 Protection Of Information At Rest"
SC-28.1 Protection Of Information At Rest,VA_Handbook_6500,VA_Handbook_6500,Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-28.1 Protection Of Information At Rest"
SC-39.1 Process Isolation,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 System and Communications Protection, question - SC-39.1 Process Isolation"
SC-39.1 Process Isolation,TRM_Technology_Standard_List,TRM_Technology_Standard_List,Badhan S. Mandal,TRM_Technology_Standard_List.PNG,"Survey - 3-2 System and Communications Protection, question - SC-39.1 Process Isolation"
SI-01.1 System And Information Integrity Policy And Procedures,VAM_SI_Policy_Procedures,VAM_SI_Policy_Procedures,Badhan S. Mandal,VAM_SI_Policy_Procedures.docx,"Survey - 3-2 System and Information Integrity, question - SI-01.1 System And Information Integrity Policy And Procedures"
SI-01.1 System And Information Integrity Policy And Procedures,VA Directive 6330,VA Directive 6330,Badhan S. Mandal,VA Directive 6330.pdf,"Survey - 3-2 System and Information Integrity, question - SI-01.1 System And Information Integrity Policy And Procedures"
SI-01.1 System And Information Integrity Policy And Procedures,VA Handbook 6330,VA Handbook 6330,Badhan S. Mandal,VA Handbook 6330.pdf,"Survey - 3-2 System and Information Integrity, question - SI-01.1 System And Information Integrity Policy And Procedures"
SI-01.1 System And Information Integrity Policy And Procedures,VA_Handbook_6500.1_Electronic_Media_Sanitization,VA_Handbook_6500.1_Electronic_Media_Sanitization,Badhan S. Mandal,VA_Handbook_6500.1_Electronic_Media_Sanitization.pdf,"Survey - 3-2 System and Information Integrity, question - SI-01.1 System And Information Integrity Policy And Procedures"
SI-02.1 Flaw Remediation,"VA Handbook 6500, Appendix F.","VA Handbook 6500, Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Information Integrity, question - SI-02.1 Flaw Remediation"
SI-02.E01 Flaw Remediation | Central Management,SI-02.E01_Ansible Output for Changes,SI-02.E01_Ansible Output for Changes,Badhan S. Mandal,SI-02.E01_Ansible Output for Changes.png,"Survey - 3-2 System and Information Integrity, question - SI-02.E01 Flaw Remediation | Central Management"
SI-02.E01 Flaw Remediation | Central Management,SI-02E01_GitHub_Enterprise-datasheet,SI-02E01_GitHub_Enterprise-datasheet,Badhan S. Mandal,SI-02E01_GitHub_Enterprise-datasheet.pdf,"Survey - 3-2 System and Information Integrity, question - SI-02.E01 Flaw Remediation | Central Management"
SI-02.E01 Flaw Remediation | Central Management,SI-02.E01_Microsoft_SCCM_datasheet,SI-02.E01_Microsoft_SCCM_datasheet,Badhan S. Mandal,SI-02.E01_Microsoft_SCCM_datasheet.pdf,"Survey - 3-2 System and Information Integrity, question - SI-02.E01 Flaw Remediation | Central Management"
SI-02.E02 Flaw Remediation | Automated Flaw Remediation Status,SI-02.E02_VA_NSOC_SCCM_TIC_Screenshot,SI-02.E02_VA_NSOC_SCCM_TIC_Screenshot,Badhan S. Mandal,SI-02.E02_VA_NSOC_SCCM_TIC_Screenshot.docx,"Survey - 3-2 System and Information Integrity, question - SI-02.E02 Flaw Remediation | Automated Flaw Remediation Status"
SI-02.E02 Flaw Remediation | Automated Flaw Remediation Status,Nessus_Enterprise_Web_Tool,Nessus_Enterprise_Web_Tool,Badhan S. Mandal,Nessus_Enterprise_Web_Tool.png,"Survey - 3-2 System and Information Integrity, question - SI-02.E02 Flaw Remediation | Automated Flaw Remediation Status"
SI-03.1 Malicious Code Protection,SI-03.E01_ePO,SI-03.E01_ePO,Badhan S. Mandal,SI-03.E01_ePO.pdf,"Survey - 3-2 System and Information Integrity, question - SI-03.1 Malicious Code Protection"
SI-03.1 Malicious Code Protection,SI-3_McAfee_Protections,SI-3_McAfee_Protections,Badhan S. Mandal,SI-3_McAfee_Protections.pdf,"Survey - 3-2 System and Information Integrity, question - SI-03.1 Malicious Code Protection"
SI-03.E01 Malicious Code Protection | Central Management,SI-03.E01_ePO,SI-03.E01_ePO,Badhan S. Mandal,SI-03.E01_ePO.pdf,"Survey - 3-2 System and Information Integrity, question - SI-03.E01 Malicious Code Protection | Central Management"
SI-03.E02 Malicious Code Protection | Automatic Updates,SI-03.E01_ePO,SI-03.E01_ePO,Badhan S. Mandal,SI-03.E01_ePO.pdf,"Survey - 3-2 System and Information Integrity, question - SI-03.E02 Malicious Code Protection | Automatic Updates"
SI-04.1 Information System Monitoring,SI-03.E01_ePO,SI-03.E01_ePO,Badhan S. Mandal,SI-03.E01_ePO.pdf,"Survey - 3-2 System and Information Integrity, question - SI-04.1 Information System Monitoring"
SI-04.1 Information System Monitoring,SI-3_McAfee_Protections,SI-3_McAfee_Protections,Badhan S. Mandal,SI-3_McAfee_Protections.pdf,"Survey - 3-2 System and Information Integrity, question - SI-04.1 Information System Monitoring"
SI-04.1 Information System Monitoring,SI-04_Splunk_Enterprise_Dashboard,SI-04_Splunk_Enterprise_Dashboard,Badhan S. Mandal,SI-04_Splunk_Enterprise_Dashboard.png,"Survey - 3-2 System and Information Integrity, question - SI-04.1 Information System Monitoring"
